bigram,log_odds_ratio
clean secure,-0.6581
clean spill,-0.6581
clean spills,-0.6581
clean wipe,-0.6581
cleaned unit,-0.6581
cleaned wanted,-0.6581
cleaner air,-0.6581
cleaner works,-0.6581
cleaning company,-0.6581
cleaning rags,-0.6581
cleaning white,-0.6581
clear answer,-0.6581
clear back,-0.6581
clear first,-0.6581
clear never,-0.6581
clear strips,-0.6581
click download,-0.6581
click like,-0.6581
click purchase,-0.6581
clips would,-0.6581
close pointed,-0.6581
cloud cloud,-0.6581
clumped well,-0.6581
coating coating,-0.6581
coco coconut,-0.6581
code activated,-0.6581
code box,-0.6581
code received,-0.6581
coffee best,-0.6581
coffee blend,-0.6581
coffee cold,-0.6581
coffee creamer,-0.6581
coffee daily,-0.6581
coffee day,-0.6581
coffee flavored,-0.6581
coffee get,-0.6581
coffee kcups,-0.6581
coffee make,-0.6581
coffee makers,-0.6581
coffee tastes,-0.6581
coffee turns,-0.6581
cold leaks,-0.6581
cold liquid,-0.6581
collect dust,-0.6581
color different,-0.6581
color easy,-0.6581
color set,-0.6581
colors duplicates,-0.6581
colors light,-0.6581
colors making,-0.6581
come along,-0.6581
come cardboard,-0.6581
come dirty,-0.6581
come install,-0.6581
come literally,-0.6581
come plastic,-0.6581
come pre,-0.6581
come several,-0.6581
comes fridge,-0.6581
comes lose,-0.6581
comes white,-0.6581
comfort style,-0.6581
comfort wear,-0.6581
comfortable actually,-0.6581
coming either,-0.6581
coming loose,-0.6581
commercial use,-0.6581
common cold,-0.6581
communicate one,-0.6581
company amazon,-0.6581
company gave,-0.6581
company get,-0.6581
company honor,-0.6581
company make,-0.6581
company named,-0.6581
company people,-0.6581
company reached,-0.6581
company recently,-0.6581
company work,-0.6581
compare side,-0.6581
compartment plastic,-0.6581
compartment see,-0.6581
compartment use,-0.6581
compensated reviews,-0.6581
complain getting,-0.6581
complain really,-0.6581
complained product,-0.6581
complaining much,-0.6581
complete let,-0.6581
completely awful,-0.6581
completely covered,-0.6581
completely dead,-0.6581
completely every,-0.6581
completely unnecessary,-0.6581
completely useless,-0.6581
computer bought,-0.6581
computer even,-0.6581
computer everything,-0.6581
computer still,-0.6581
computer want,-0.6581
computer windows,-0.6581
con see,-0.6581
concepts book,-0.6581
condition able,-0.6581
confidence ever,-0.6581
confident would,-0.6581
confused reviews,-0.6581
connect devices,-0.6581
connect doorbell,-0.6581
connect modem,-0.6581
connected actual,-0.6581
connection connected,-0.6581
connection lost,-0.6581
cons camera,-0.6581
consider changing,-0.6581
considering basically,-0.6581
considering purchase,-0.6581
consistently good,-0.6581
constant supply,-0.6581
constantly half,-0.6581
construction would,-0.6581
consuming product,-0.6581
contact sensors,-0.6581
contacted norton,-0.6581
content also,-0.6581
content huge,-0.6581
contents box,-0.6581
continue wearing,-0.6581
continued try,-0.6581
control computer,-0.6581
control sweet,-0.6581
control world,-0.6581
controller buy,-0.6581
controller would,-0.6581
controls place,-0.6581
conversation like,-0.6581
converted months,-0.6581
cooking shows,-0.6581
cool couple,-0.6581
cool got,-0.6581
cool hot,-0.6581
cord bought,-0.6581
cord feet,-0.6581
cord plug,-0.6581
cord quite,-0.6581
cord short,-0.6581
cord still,-0.6581
corn syrup,-0.6581
corner home,-0.6581
corners box,-0.6581
correct filter,-0.6581
correct one,-0.6581
cost always,-0.6581
cost amazon,-0.6581
cost buy,-0.6581
cost five,-0.6581
cost least,-0.6581
cost seem,-0.6581
costco brand,-0.6581
costco buy,-0.6581
costing money,-0.6581
could bought,-0.6581
could check,-0.6581
could clearly,-0.6581
could code,-0.6581
could decipher,-0.6581
could download,-0.6581
could given,-0.6581
could immediately,-0.6581
could learn,-0.6581
could ordered,-0.6581
could replaced,-0.6581
could sink,-0.6581
could started,-0.6581
country living,-0.6581
couple bucks,-0.6581
couple gave,-0.6581
couple thousand,-0.6581
course pretty,-0.6581
course right,-0.6581
cover model,-0.6581
covered good,-0.6581
covers much,-0.6581
covid crisis,-0.6581
cows come,-0.6581
cracked phone,-0.6581
crazy going,-0.6581
crazy long,-0.6581
crazy look,-0.6581
cream think,-0.6581
creams tried,-0.6581
creates lot,-0.6581
crying loud,-0.6581
crystal litter,-0.6581
cubes comes,-0.6581
cubes last,-0.6581
cubes made,-0.6581
cubes tiny,-0.6581
cup liquid,-0.6581
cups ice,-0.6581
curious see,-0.6581
current box,-0.6581
current date,-0.6581
current time,-0.6581
currently fridge,-0.6581
cushion firm,-0.6581
custom worked,-0.6581
customer also,-0.6581
customer experience,-0.6581
customer product,-0.6581
customer turn,-0.6581
customers know,-0.6581
cut hair,-0.6581
cut nearly,-0.6581
cut nose,-0.6581
cut short,-0.6581
cutting fingers,-0.6581
daily coffee,-0.6581
daily drivers,-0.6581
daily least,-0.6581
damage box,-0.6581
damage material,-0.6581
damage walls,-0.6581
damaged shipping,-0.6581
dark brownish,-0.6581
darker one,-0.6581
data transfer,-0.6581
date may,-0.6581
date months,-0.6581
daughter asthma,-0.6581
daughter gift,-0.6581
daughter grows,-0.6581
daughter kids,-0.6581
daughters lives,-0.6581
day car,-0.6581
day change,-0.6581
day guess,-0.6581
day help,-0.6581
day little,-0.6581
day normally,-0.6581
day reason,-0.6581
day sorry,-0.6581
day starting,-0.6581
day take,-0.6581
day taste,-0.6581
day trial,-0.6581
day trying,-0.6581
day vet,-0.6581
day wake,-0.6581
days already,-0.6581
days bad,-0.6581
days cleaned,-0.6581
days finding,-0.6581
days four,-0.6581
days good,-0.6581
days hospital,-0.6581
days less,-0.6581
days lot,-0.6581
days purchase,-0.6581
days stopped,-0.6581
days subscription,-0.6581
days try,-0.6581
days unit,-0.6581
dead spot,-0.6581
dead still,-0.6581
dead water,-0.6581
deal bought,-0.6581
deal every,-0.6581
deal well,-0.6581
debra webb,-0.6581
decade ago,-0.6581
decades experience,-0.6581
december used,-0.6581
decent reviews,-0.6581
decided add,-0.6581
decided call,-0.6581
decided finally,-0.6581
decided getting,-0.6581
decided instead,-0.6581
dedicated outdoor,-0.6581
defense attorney,-0.6581
defense spray,-0.6581
definitely experiencing,-0.6581
definitely kept,-0.6581
definitely right,-0.6581
degree harvard,-0.6581
delivered less,-0.6581
delivers perfect,-0.6581
delivery important,-0.6581
delivery quick,-0.6581
delivery received,-0.6581
dell laptop,-0.6581
department allows,-0.6581
department since,-0.6581
depicted included,-0.6581
describing product,-0.6581
description actual,-0.6581
description picture,-0.6581
description states,-0.6581
design better,-0.6581
designed leak,-0.6581
designed prevent,-0.6581
desire live,-0.6581
despite information,-0.6581
detection alert,-0.6581
detergent dissolve,-0.6581
detergent pack,-0.6581
detergent sample,-0.6581
device bluetooth,-0.6581
device died,-0.6581
device either,-0.6581
device first,-0.6581
device get,-0.6581
device plug,-0.6581
device purchase,-0.6581
device supported,-0.6581
device thing,-0.6581
device time,-0.6581
device tried,-0.6581
device uses,-0.6581
devices find,-0.6581
devices hard,-0.6581
devices makes,-0.6581
diapers amazon,-0.6581
diapers bought,-0.6581
diapers brands,-0.6581
diapers changed,-0.6581
diapers done,-0.6581
diapers feel,-0.6581
diapers made,-0.6581
diapers much,-0.6581
diapers price,-0.6581
diapers regular,-0.6581
diapers tested,-0.6581
diapers times,-0.6581
didnt seem,-0.6581
didnt want,-0.6581
diet cut,-0.6581
difference air,-0.6581
difference energy,-0.6581
difference product,-0.6581
difference size,-0.6581
difference thought,-0.6581
different chargers,-0.6581
different love,-0.6581
different old,-0.6581
different original,-0.6581
different parts,-0.6581
different regular,-0.6581
different watch,-0.6581
different wipes,-0.6581
difficult install,-0.6581
difficult put,-0.6581
difficult turn,-0.6581
difficulty finding,-0.6581
digest amazon,-0.6581
digital downloads,-0.6581
digital purchases,-0.6581
dimensional characters,-0.6581
direct answer,-0.6581
directly across,-0.6581
directly company,-0.6581
dirt like,-0.6581
disappointed beyond,-0.6581
disappointed could,-0.6581
disappointed got,-0.6581
disappointed size,-0.6581
disappointed thought,-0.6581
disappointed way,-0.6581
disappointed would,-0.6581
discount free,-0.6581
dish towel,-0.6581
dishwasher pods,-0.6581
dispenser door,-0.6581
docsis modems,-0.6581
dog absolutely,-0.6581
dog addition,-0.6581
dog could,-0.6581
dog crate,-0.6581
dog destroy,-0.6581
dog gets,-0.6581
dogs dog,-0.6581
dogs got,-0.6581
dollar coin,-0.6581
dollar game,-0.6581
dollar piece,-0.6581
dollars one,-0.6581
dollars worth,-0.6581
done absolutely,-0.6581
done years,-0.6581
dont see,-0.6581
door chime,-0.6581
doorbell live,-0.6581
doorbell rings,-0.6581
double checked,-0.6581
double rich,-0.6581
doubt last,-0.6581
download anything,-0.6581
download decided,-0.6581
download games,-0.6581
download installation,-0.6581
download upload,-0.6581
downloaded app,-0.6581
downloaded child,-0.6581
downloaded installed,-0.6581
drill holes,-0.6581
drink really,-0.6581
drink something,-0.6581
drinks taste,-0.6581
drive usb,-0.6581
drive way,-0.6581
dropped connections,-0.6581
drug ads,-0.6581
dry night,-0.6581
dry would,-0.6581
drying rack,-0.6581
due arrive,-0.6581
due product,-0.6581
due recent,-0.6581
durability suspect,-0.6581
durability use,-0.6581
dust hair,-0.6581
dust place,-0.6581
duty fabric,-0.6581
duty shower,-0.6581
dvd set,-0.6581
ear speaker,-0.6581
earlier reviews,-0.6581
earlier today,-0.6581
early age,-0.6581
early stages,-0.6581
earned money,-0.6581
ears forward,-0.6581
easier carry,-0.6581
easier definitely,-0.6581
easier find,-0.6581
easier using,-0.6581
easily able,-0.6581
easily change,-0.6581
easily cut,-0.6581
easily identifiable,-0.6581
easy coffee,-0.6581
easy configure,-0.6581
easy thing,-0.6581
eat give,-0.6581
eat healthy,-0.6581
eat however,-0.6581
eating temptations,-0.6581
eats way,-0.6581
eco friendly,-0.6581
edge case,-0.6581
edges screen,-0.6581
eero devices,-0.6581
effective used,-0.6581
either bad,-0.6581
either dead,-0.6581
either finally,-0.6581
either tried,-0.6581
elastic straps,-0.6581
elderberry vitamin,-0.6581
electrician come,-0.6581
else ive,-0.6581
else notice,-0.6581
else put,-0.6581
else worth,-0.6581
email account,-0.6581
email best,-0.6581
email care,-0.6581
email open,-0.6581
email said,-0.6581
emails back,-0.6581
emergency use,-0.6581
emotional connection,-0.6581
emotions experiences,-0.6581
emotions like,-0.6581
emptied litter,-0.6581
end bottom,-0.6581
end cable,-0.6581
end either,-0.6581
end five,-0.6581
end marker,-0.6581
end september,-0.6581
ended paying,-0.6581
ended throwing,-0.6581
endless series,-0.6581
enjoy books,-0.6581
enjoy eating,-0.6581
enjoy looking,-0.6581
enjoy love,-0.6581
enjoy tour,-0.6581
enjoyed watching,-0.6581
enough amazon,-0.6581
enough buy,-0.6581
enough fully,-0.6581
enough gave,-0.6581
enough items,-0.6581
enough month,-0.6581
enough pump,-0.6581
enough regular,-0.6581
enough store,-0.6581
enough trying,-0.6581
enough warrant,-0.6581
ensure better,-0.6581
entertainment industry,-0.6581
entire bag,-0.6581
entire contents,-0.6581
entire kitchen,-0.6581
entire windshield,-0.6581
entire world,-0.6581
equally important,-0.6581
error filter,-0.6581
error trying,-0.6581
especially amazon,-0.6581
especially current,-0.6581
especially full,-0.6581
especially need,-0.6581
especially spend,-0.6581
especially year,-0.6581
essentia water,-0.6581
etc overall,-0.6581
etc unfortunately,-0.6581
ethernet usb,-0.6581
eufy security,-0.6581
even already,-0.6581
even amazon,-0.6581
even appear,-0.6581
even changed,-0.6581
even color,-0.6581
even could,-0.6581
even dropped,-0.6581
even eat,-0.6581
even filled,-0.6581
even frustrating,-0.6581
even fully,-0.6581
even gentle,-0.6581
even given,-0.6581
even hand,-0.6581
even internet,-0.6581
even keep,-0.6581
even match,-0.6581
even near,-0.6581
even nice,-0.6581
even normal,-0.6581
even open,-0.6581
even pre,-0.6581
even sand,-0.6581
even sent,-0.6581
even ship,-0.6581
even smallest,-0.6581
even state,-0.6581
even subscription,-0.6581
even talk,-0.6581
even top,-0.6581
even touched,-0.6581
even wash,-0.6581
even weight,-0.6581
even win,-0.6581
events also,-0.6581
ever actually,-0.6581
ever enough,-0.6581
ever happen,-0.6581
ever often,-0.6581
ever ordered,-0.6581
ever pay,-0.6581
ever play,-0.6581
ever problem,-0.6581
ever purchase,-0.6581
ever slightly,-0.6581
every cat,-0.6581
every chance,-0.6581
every half,-0.6581
every pair,-0.6581
every second,-0.6581
every third,-0.6581
everybody else,-0.6581
everybody gets,-0.6581
everyone complaining,-0.6581
everyone find,-0.6581
everything already,-0.6581
everything easily,-0.6581
everything everyone,-0.6581
everything felt,-0.6581
everything finally,-0.6581
everything furniture,-0.6581
everything mug,-0.6581
everything nothing,-0.6581
everything said,-0.6581
everything suddenly,-0.6581
everything tried,-0.6581
everywhere never,-0.6581
exact brand,-0.6581
exact item,-0.6581
exact kind,-0.6581
exact order,-0.6581
exact price,-0.6581
exactly design,-0.6581
exactly feet,-0.6581
exactly sure,-0.6581
example want,-0.6581
exceptional product,-0.6581
excited really,-0.6581
exercises like,-0.6581
existing office,-0.6581
expect good,-0.6581
expect pay,-0.6581
expect quality,-0.6581
expectation would,-0.6581
expected least,-0.6581
expected one,-0.6581
expected quality,-0.6581
expected work,-0.6581
expecting lot,-0.6581
expensive per,-0.6581
expensive piece,-0.6581
expensive quality,-0.6581
expensive water,-0.6581
experience hopes,-0.6581
experience life,-0.6581
experience much,-0.6581
experience others,-0.6581
experience since,-0.6581
experience would,-0.6581
explain never,-0.6581
extend life,-0.6581
extension hose,-0.6581
extra batteries,-0.6581
extra service,-0.6581
extra small,-0.6581
extra usb,-0.6581
extreme understatement,-0.6581
extremely detailed,-0.6581
extremely heavy,-0.6581
eye kiddos,-0.6581
eye strain,-0.6581
eyes eye,-0.6581
eyes full,-0.6581
fabric like,-0.6581
face feels,-0.6581
face genuinely,-0.6581
face got,-0.6581
face hands,-0.6581
face head,-0.6581
face seal,-0.6581
faced issue,-0.6581
facial moisturizer,-0.6581
fact got,-0.6581
fact people,-0.6581
fact running,-0.6581
failed even,-0.6581
faint red,-0.6581
fair enough,-0.6581
fairly priced,-0.6581
fake reviews,-0.6581
fall also,-0.6581
fall fall,-0.6581
fall floor,-0.6581
fall trap,-0.6581
falling asleep,-0.6581
falls even,-0.6581
false claims,-0.6581
false lashes,-0.6581
family especially,-0.6581
family share,-0.6581
family size,-0.6581
fan bought,-0.6581
fan husband,-0.6581
fans also,-0.6581
far disappointed,-0.6581
far either,-0.6581
far large,-0.6581
far reliable,-0.6581
fast internet,-0.6581
fast use,-0.6581
faster best,-0.6581
fault paying,-0.6581
favor sizes,-0.6581
favor spend,-0.6581
favorite black,-0.6581
favorite food,-0.6581
favorite magazines,-0.6581
favorite pair,-0.6581
favorite treat,-0.6581
fear getting,-0.6581
feature works,-0.6581
features one,-0.6581
features two,-0.6581
fed cats,-0.6581
feed good,-0.6581
feel actually,-0.6581
feel hands,-0.6581
feel new,-0.6581
feel pretty,-0.6581
feel sick,-0.6581
feel totally,-0.6581
feeling get,-0.6581
feeling paper,-0.6581
feels dry,-0.6581
feet front,-0.6581
feet lol,-0.6581
feet range,-0.6581
fellow said,-0.6581
felt completely,-0.6581
felt let,-0.6581
field know,-0.6581
figure supposed,-0.6581
figure use,-0.6581
figured well,-0.6581
fill basket,-0.6581
fill fast,-0.6581
filled cup,-0.6581
fills water,-0.6581
film bottom,-0.6581
film residue,-0.6581
filter already,-0.6581
filter attached,-0.6581
filter back,-0.6581
filter cartridge,-0.6581
filter cost,-0.6581
filter currently,-0.6581
filter except,-0.6581
filter made,-0.6581
filter media,-0.6581
filter uses,-0.6581
filter working,-0.6581
filtering water,-0.6581
filters need,-0.6581
finally gotten,-0.6581
finally unit,-0.6581
finally went,-0.6581
find blue,-0.6581
find courage,-0.6581
find deals,-0.6581
find like,-0.6581
find looking,-0.6581
find loud,-0.6581
find make,-0.6581
find piece,-0.6581
find problems,-0.6581
find really,-0.6581
find safe,-0.6581
find somewhere,-0.6581
find words,-0.6581
finding another,-0.6581
fine camera,-0.6581
fine happy,-0.6581
fine keep,-0.6581
fine like,-0.6581
fine packaging,-0.6581
fine second,-0.6581
fine since,-0.6581
fine unless,-0.6581
fine works,-0.6581
fingers holding,-0.6581
fingers touched,-0.6581
finish probably,-0.6581
finish set,-0.6581
fire prime,-0.6581
firetv devices,-0.6581
firewall protection,-0.6581
firmware camera,-0.6581
first contact,-0.6581
first cubes,-0.6581
first delivery,-0.6581
first discovered,-0.6581
first glass,-0.6581
first grandchild,-0.6581
first monitor,-0.6581
first reads,-0.6581
first session,-0.6581
first shipment,-0.6581
first spray,-0.6581
first times,-0.6581
first tray,-0.6581
fit child,-0.6581
fit fridge,-0.6581
fit husband,-0.6581
fit length,-0.6581
fit plus,-0.6581
fit tablet,-0.6581
fit wear,-0.6581
fit window,-0.6581
fix guess,-0.6581
fix would,-0.6581
fixed pay,-0.6581
flames smoke,-0.6581
flat actually,-0.6581
flat put,-0.6581
flavor great,-0.6581
flavor longer,-0.6581
flavor would,-0.6581
flavors indeed,-0.6581
flavors listed,-0.6581
flexible get,-0.6581
flipping book,-0.6581
float around,-0.6581
flush phone,-0.6581
flush wall,-0.6581
flying shelves,-0.6581
foam back,-0.6581
focus workout,-0.6581
fog chaser,-0.6581
folded put,-0.6581
follow along,-0.6581
follow going,-0.6581
